"PheCode","CUI"
"133_","C0024530|C0024535|C0024537|C0024536|C0152072|C0029661|C0153121|C0153122|C0005681|C0153123|C0023281|C0023290|C0086541|C0023285|C0152074|C1328252|C0041227|C0007930|C0153125|C0007932|C0041232|C0041233|C0041228|C0153126|C0004771|C0029747|C0004576|C0521829|C0375798"
"134_","C0036323|C0276926|C0036330|C0036329|C0546996|C0029827|C0153288|C0029106|C0009021|C0030424|C0015652|C0015656|C0025530|C0152071|C0029833|C0040820|C0153298|C0392663|C0152070|C0023968|C0029001|C0012517|C0016089|C0029796|C0013100|C0016085|C0411279|C1384687|C0027529|C0153299|C0277120|C0546827|C0494126|C0040553|C0018013|C0029803|C0018889|C0021832|C0013502|C0153289|C0153290|C0153291|C0153292|C0152068|C0153293|C0277056|C0152069|C0013504|C0348276|C0153296|C0473878|C0010678|C0152073|C0039254|C0012561|C0037753|C0020413|C0029754|C0007894|C0040896|C0153302|C0003950|C0162576|C0038463|C0040954|C0086227|C0006897|C0040948|C0029808|C0153303|C0348287"
"134_1","C0013502|C0153289|C0153290|C0153291|C0153292|C0152068|C0153293|C0277056|C0152069|C0013504|C0348276|C0153296|C0473878|C0010678|C0152073|C0039254|C0012561|C0037753|C0020413|C0029754|C0007894|C0040896|C0153302|C0003950|C0162576|C0038463|C0040954|C0086227|C0006897|C0040948|C0029808|C0153303|C0348287"
"136_","C0041473|C0153116|C0041472|C0006181|C0036472|C0041471|C0153117|C0038041|C0006060|C0549160|C2979888|C0085399|C1282983|C0878688|C0153118|C0153119|C0040830|C0035597|C0153120|C0035585|C0019575|C0153325|C0001860|C0153326|C2349230|C2349231|C0153327|C0036231|C0153328|C0041849|C0153336|C0260464|C0375795|C0375799"
"145_","C0153372|C0153373|C0153374|C0153375|C0153376|C0153377|C0153378|C0153379|C0153380|C0153381|C0154058|C0153340|C0474962|C0432520|C0432579|C0733940|C0474971|C0153346|C0153347|C0546836|C0153349|C0153350|C0153351|C0496755|C0684333|C0153354|C0474963|C0153356|C0153357|C0260406|C0496763|C0747273|C0153360|C0153361|C0153362|C0220636|C0153364|C0153365|C0432581|C0153367|C0153368|C0153369|C0496758|C0153371"
"145_1","C0153340|C0474962|C0432520|C0432579|C0733940|C0474971|C0153346|C0153347|C0546836"
"145_2","C0153349|C0153350|C0153351|C0496755|C0684333|C0153354|C0474963|C0153356|C0153357|C0260406"
"145_3","C0496763|C0747273|C0153360|C0153361|C0153362|C0220636"
"145_4","C0153364|C0153365|C0432581|C0153367"
"145_5","C0153368|C0153369|C0496758|C0153371"
"149_","C0153404|C0153405|C0153406|C0153407|C0153408|C0153382|C0751560|C0153384|C0153385|C0153386|C0496765|C0153388|C0153389|C0153390|C0153391|C0153392|C0153393|C0153394|C0153395|C0153396|C0153397|C0153398|C0496769|C0153400|C0153401|C0496770|C0153403|C0007107|C0153483|C0153484|C0153485|C0153486|C0153487|C0154069|C0260419|C0260407|C0153473|C0728864|C0153475|C0153476|C0153477|C0153478|C0153479|C0153480|C0153474|C0260420|C0238301|C1368404"
"149_1","C0153382|C0751560|C0153384|C0153385|C0153386|C0496765|C0153388|C0153389|C0153390|C0153391"
"149_2","C0153392|C0153393|C0153394|C0153395|C0153396|C0153397|C0238301"
"149_3","C0153398|C0496769|C0153400|C0153401|C0496770|C0153403|C1368404"
"149_4","C0007107|C0153483|C0153484|C0153485|C0153486|C0153487|C0154069|C0260419"
"149_5","C0260407"
"149_9","C0153473|C0728864|C0153475|C0153476|C0153477|C0153478|C0153479|C0153480|C0153474|C0260420"
"150_","C0546837|C0496773|C0153411|C0496775|C0153413|C0153414|C0153415|C0153416|C0154059|C0260408|C0152018"
"151_","C0024623|C0153417|C0153418|C0153419|C0153420|C0153421|C0153422|C0153423|C0153424|C2062573|C0154060|C0260409"
"153_","C0153447|C0007102|C0153433|C0153434|C0153435|C0153436|C0153437|C0496779|C0153439|C0153440|C0153441|C0346627|C2349324|C2349317|C2062529|C2349319|C2349320|C2349321|C2349322|C2349323|C0154061|C0260410|C0153442|C0153443|C0949022|C0153445|C0153446|C2205119|C0154062|C2242854|C0154064|C2349713|C2349699|C2349701|C2349702|C2349703|C2349704|C2349706|C0260411|C0007113|C0009402"
"153_2","C0007102|C0153433|C0153434|C0153435|C0153436|C0153437|C0496779|C0153439|C0153440|C0153441|C0346627|C2349324|C2349317|C2062529|C2349319|C2349320|C2349321|C2349322|C2349323|C0154061|C0260410"
"153_3","C0153442|C0153443|C0949022|C0153445|C0153446|C2205119|C0154062|C2242854|C0154064|C2349713|C2349699|C2349701|C2349702|C2349703|C2349704|C2349706|C0260411|C0007113"
"155_","C0153448|C0546835|C0345904|C0496854|C0024620|C0260412"
"155_1","C0024620|C0260412"
"157_","C0346647|C0153458|C0153459|C0153460|C0153461|C1328479|C0153463|C0235974"
"158_","C0154098|C0154101|C0012243"
"159_","C0153468|C0869278|C0153471|C0153472|C2349328|C2349329|C2349330|C0154057|C0154067|C0260405|C0260413|C1112753|C0153426|C0153427|C0153428|C0153429|C0153430|C0153425|C2062527|C2349313|C2349314|C2349315|C2349316|C0154065|C1306605|C0153452|C0153453|C0153454|C0153455|C0750952|C0153464|C0153465|C0153466|C0153467"
"159_2","C1112753|C0153426|C0153427|C0153428|C0153429|C0153430|C0153425|C2062527|C2349313|C2349314|C2349315|C2349316|C0154065"
"159_3","C1306605|C0153452|C0153453|C0153454|C0153455|C0750952"
"159_4","C0153464|C0153465|C0153466|C0153467"
"164_","C0153498|C0751552|C0153500|C0153501|C0153502|C0153503|C0153504|C0153661"
"165_","C0153494|C2004481|C2607950|C0153497|C0346613|C0153506|C0153507|C0153508|C0348402|C0154070|C0154072|C0260414|C0260416|C0260417|C0260418|C0153488|C0153489|C0153490|C0024624|C0153491|C0153492|C0153493|C0348343|C2349326|C0154071|C0260415|C0153495|C0153496|C0684249"
"165_1","C0153488|C0153489|C0153490|C0024624|C0153491|C0153492|C0153493|C0348343|C2349326|C0154071|C0260415|C0684249"
"170_","C0153509|C0153510|C0153511|C0153512|C0153513|C0153514|C0153515|C0153516|C0153517|C0153518|C0260447|C0153519|C0153520|C0153521|C0153522|C0153523|C0153524|C0153525|C0375065|C0153527|C0809965|C0279530"
"170_1","C0153510|C0153511|C0153512|C0153513|C0153514|C0153515|C0153516|C0153517|C0153518|C0153509|C0260447|C0279530"
"170_2","C0153519|C0153520|C0153521|C0153522|C0153523|C0153524|C0153525|C0375065|C0153527"
"172_","C0154073|C0260448|C0151779|C0153529|C0339116|C0346773|C0153532|C0346782|C1112782|C1112533|C1112532|C0153537|C3161362|C0153539|C3161037|C3161039|C3161363|C3161040|C3161043|C3161364|C3161044|C3161047|C3161365|C3161048|C3161366|C3161051|C3161054|C3161367|C3161055|C3161058|C3161368|C2838014|C3161061|C3161369|C2838017|C3161064|C3161370|C3161065|C3161068|C3161371|C3161069|C2712672|C2712692|C2712706|C2712712|C2712728|C2712734|C0260449|C1274259|C3161041|C3161045|C3161049|C3161052|C3161056|C3161059|C3161062|C3161066|C3161070|C3161038|C3161042|C3161046|C3161050|C3161053|C3161057|C3161060|C3161063|C3161067|C3161071|C0154074|C1112527|C0347139|C0154077|C0154078|C0154079|C0154080|C0154081|C0154082|C0153538|C0153540|C0153541|C0153542|C0153543|C0153544|C0153545|C0153546|C0153547|C0375068|C0007114|C0809966|C0007117|C0007137"
"172_1","C0260448|C0151779|C0153529|C0339116|C0346773|C0153532|C0346782|C1112782|C1112533|C1112532|C0153537"
"172_11","C0151779|C0153529|C0339116|C0346773|C0153532|C0346782|C1112782|C1112533|C1112532|C0153537"
"172_2","C3161362|C0153539|C3161037|C3161039|C3161363|C3161040|C3161043|C3161364|C3161044|C3161047|C3161365|C3161048|C3161366|C3161051|C3161054|C3161367|C3161055|C3161058|C3161368|C2838014|C3161061|C3161369|C2838017|C3161064|C3161370|C3161065|C3161068|C3161371|C3161069|C2712672|C2712692|C2712706|C2712712|C2712728|C2712734|C0260449|C1274259|C3161041|C3161045|C3161049|C3161052|C3161056|C3161059|C3161062|C3161066|C3161070|C3161038|C3161042|C3161046|C3161050|C3161053|C3161057|C3161060|C3161063|C3161067|C3161071|C0153538|C0153540|C0153541|C0153542|C0153543|C0153544|C0153545|C0153546|C0153547|C0375068|C0809966|C0007117|C0007137"
"172_21","C1274259|C3161041|C3161045|C3161049|C3161052|C3161056|C3161059|C3161062|C3161066|C3161070|C0007117"
"172_22","C3161038|C3161042|C3161046|C3161050|C3161053|C3161057|C3161060|C3161063|C3161067|C3161071|C0007137"
"172_3","C0154074|C1112527|C0347139|C0154077|C0154078|C0154079|C0154080|C0154081|C0154082|C0154073"
"173_","C0496955"
"174_","C0154083|C0154084|C0235653|C0024621|C0153549|C0153550|C0153551|C0153552|C0153553|C0153554|C0153555|C0260421|C0242787|C0153558|C0153559|C0496956|C0027641|C0006142"
"174_1","C0154084|C0235653|C0024621|C0153549|C0153550|C0153551|C0153552|C0153553|C0153554|C0153555|C0260421|C0006142"
"174_11","C0235653|C0024621|C0153549|C0153550|C0153551|C0153552|C0153553|C0153554|C0153555|C0260421"
"174_2","C0242787|C0153558|C0153559|C0006142"
"174_3","C0496956|C0027641"
"175_","C2349581|C2349574|C2349578|C2349873|C2910787|C2349879|C1455990"
"180_","C0007847|C0153569|C0153570|C0153571|C0260424|C0851140|C0007868|C0349458|C0349459|C0206708"
"180_1","C0153569|C0153570|C0153571|C0007847|C0260424"
"180_3","C0851140|C0007868|C0349458|C0349459|C0206708"
"182_","C0153567|C0153574|C1279258|C0153575|C0153576|C0154086|C0260425"
"184_","C0496920|C0153572|C0153577|C0153579|C0346866|C0153581|C0346867|C0153583|C0153584|C0153585|C0153591|C0153592|C0260423|C0260427|C1140680|C0260426|C0042237|C0496814|C0496815|C0153589|C0375071|C0154087|C1955737|C0686277|C0278729|C1955739|C0496919|C0496921|C2869595|C0809967"
"184_1","C0153572|C0153577|C0153579|C0346866|C0153581|C0346867|C0153583|C0153584|C0153585|C0153591|C0153592|C0260423|C0260427|C1140680|C0260426"
"184_11","C1140680|C0260426"
"184_2","C0042237|C0496814|C0496815|C0153589|C0375071|C0154087|C1955737|C0686277|C0278729|C1955739|C0496919|C0496921|C2869595"
"185_","C0376358|C0154088|C0260429"
"187_","C0153597|C0154089|C0154090|C0700112|C0153598|C0153599|C0153600|C0153601|C0153602|C0153603|C0153604|C0153605|C0153606|C0260428|C0260431|C0153594|C0153595|C0153596|C0260430|C0496924|C0496923|C2869603|C0497581|C0496926"
"187_1","C0153598|C0153599|C0153600|C0153601|C0153602|C0153603|C0153604|C0153605|C0153606|C0260428|C0260431"
"187_2","C0153594|C0153595|C0153596|C0260430"
"187_8","C0496924|C0496923|C2869603|C0496926"
"189_","C0154092|C2349327|C0260435|C0494158|C0153618|C0949153|C0154091|C0496930|C0027639|C0005684|C0496826|C0496827|C0496828|C0153611|C0153612|C0153613|C0153614|C0153615|C0153616|C0260434|C0153617|C0153619|C0153620|C0153621|C0153622|C0348371|C0260432|C0260433|C2911290|C0809969|C0346890"
"189_1","C2349327|C0260435|C0494158|C0153618|C0949153|C0809969"
"189_11","C0494158"
"189_12","C0153618|C0949153"
"189_2","C0154091|C0496930|C0027639|C0005684|C0496826|C0496827|C0496828|C0153611|C0153612|C0153613|C0153614|C0153615|C0153616|C0260434"
"189_21","C0005684|C0496826|C0496827|C0496828|C0153611|C0153612|C0153613|C0153614|C0153615|C0153616|C0260434"
"189_4","C0153617|C0153619|C0153620|C0153621|C0153622|C0348371|C0260432|C0260433|C2911290|C0346890"
"190_","C0496836|C0153625|C0153626|C0153627|C0153628|C0153629|C0024622|C0153630|C0153631|C0153632|C0154094|C0260450"
"191_","C0154119|C0154120|C0006118|C0153643|C0153644|C0153645|C0153646|C0153647|C0153648|C0260452|C0153633|C0153634|C0153635|C0153636|C0153637|C0153638|C0346906|C0153640|C0153641|C0153642|C0260451|C0809971"
"191_1","C0153643|C0153644|C0153645|C0153646|C0153647|C0153648|C0260452|C0153633|C0153634|C0153635|C0153636|C0153637|C0153638|C0346906|C0153640|C0153641|C0153642|C0260451|C0809971"
"191_11","C0153633|C0153634|C0153635|C0153636|C0153637|C0153638|C0346906|C0153640|C0153641|C0153642|C0260451"
"193_","C0007115|C0260453"
"194_","C0153651|C0750887|C0153653|C0153654|C0153655|C0153656|C0438413|C0153658|C0260454"
"195_","C2349332|C2349325|C2349331|C2349335|C2349333|C2712749|C2712933|C0154093|C0007100|C0007099|C1719395|C0260866|C0153659|C0153662|C0153663|C0153664|C0153665|C0153666|C0006826|C0346957|C0347071|C0260455|C0260422|C0260446|C2712731|C2712771"
"195_1","C0153659|C0153662|C0153663|C0153664|C0153665|C0153666|C0006826|C0346957|C0347071|C0260455|C0260422|C0260446|C2712731|C2712771"
"195_3","C0153660"
"196_","C0260778|C0260827|C0260834|C1384668"
"197_","C0476658|C1561677|C1561678|C0260828|C1261324|C2349913"
"198_","C0153675|C0153684|C0153685|C2845968|C0022790|C0153691|C0346993|C0153693|C2712917|C2712796|C0080032|C0220656|C0686619|C0153668|C0686645|C0686655|C0153671|C0347055|C0686689|C0348382|C2712873|C0153676|C0153677|C0153678|C2745961|C0494164|C0153681|C0036528|C0153683|C2712904|C0494165|C2712885|C0153688|C0153689|C0153690|C2712897|C0153687|C0751623|C0810246"
"198_1","C0686619|C0153668|C0686645|C0686655|C0153671|C0347055|C0686689|C0348382|C2712873"
"198_2","C0153676|C0153677|C0153678|C2745961"
"198_3","C0494164|C0153681|C0036528|C0153683|C2712904"
"198_4","C0494165|C2712885"
"198_5","C0153688|C0153689|C0810246"
"198_6","C0153690|C2712897"
"198_7","C0153687"
"199_","C0206754|C0154095|C0154096|C0154097|C0496909|C0154100|C0496912|C0154103|C0154104|C0154105|C0154106|C0154113|C0496932|C0154115|C2873698|C0154116|C0027636|C0496946|C0154117|C0027634|C0154118|C0154123|C0154124|C0027630|C0154125|C2873733|C0375110|C0027651|C0154131|C0154132|C0154133|C0154134|C0154135|C2712911|C0375111|C0162678|C0027831|C0027832|C1335929|C2921012|C0154129"
"199_4","C0162678|C0027831|C0027832|C1335929|C2921012"
"200_","C0154127|C0027638|C0027632|C0040028|C1719305|C1719308|C1292779|C0026986|C0001815|C1706492|C0032463|C0027022"
"200_1","C0032463"
"201_","C0019829|C0686560|C0153728|C0153729|C0153730|C0153731|C0153732|C0153733|C0153734|C0432534|C0375080|C0153736|C0153737|C0153738|C0153739|C0153740|C0153741|C0700143|C0153742|C0375081|C0153744|C0153745|C0153746|C0153747|C0153748|C0153749|C0153750|C0153751|C1266194|C0375082|C0153752|C0153753|C0153754|C0153755|C0153756|C0153757|C0153758|C0153759|C0152268|C0375083|C0153760|C0153761|C0153762|C0153763|C0153764|C0153765|C0153766|C0153767|C0152266|C0375084|C0153768|C0153769|C0153770|C0153771|C0153772|C0153773|C0153774|C0153775|C0152267|C0375085|C0153776|C0153777|C0153778|C0153779|C0153780|C0153781|C0153782|C0153783|C0375086|C0153785|C0153786|C1306638|C0153788|C0153789|C0153790|C0153791|C0153792|C0260445"
"202_","C0153793|C0019623|C0375090|C0432538|C0432539|C0432540|C0432541|C0432542|C0432543|C0432544|C0432545|C0023381|C0375092|C0432547|C0432548|C0432549|C0432550|C0432551|C0432552|C0432553|C0432554|C0036221|C0375093|C0686574|C0153843|C0153844|C0153845|C0153846|C0153847|C0153848|C0153849|C1336746|C0349403|C1955727|C0006413|C0375077|C0153712|C0153713|C0153714|C0153715|C0153716|C0153717|C0686546|C0153719|C1367654|C1955681|C1955682|C1955683|C1955684|C1955685|C1955686|C1955687|C1955688|C1955689|C0334634|C1955691|C1955692|C1955693|C1955694|C1955695|C1955696|C1955697|C1955698|C1955699|C0280803|C1955700|C1955701|C1955702|C1955703|C1955704|C1955705|C1955706|C1955707|C1955708|C0079955|C0375078|C0153720|C0153721|C0153722|C0153723|C0153724|C0153725|C0153726|C0026948|C0375088|C0153802|C0153803|C0153804|C0153805|C0153806|C0153807|C0153808|C0153809|C0036920|C0375089|C0153810|C0153811|C0153812|C0153813|C0153814|C0153815|C0153816|C0153817|C0079774|C1955728|C1955729|C1955730|C1955731|C1955732|C1955733|C1955734|C1955735|C1955736|C0029662|C0375094|C0153850|C0153851|C0153852|C0153853|C0153854|C0153855|C0153856|C0728903|C0153858|C0375095|C0153859|C0153860|C0153861|C0153862|C0153863|C0153864|C0153865|C0153866|C0260444|C0024301|C0375087|C0153794|C0153795|C0153796|C0153797|C0153798|C0153799|C0153800|C0153801|C0024302|C0375075|C0153696|C0153697|C0153698|C0153699|C0153700|C0153701|C0153702|C0153703|C0153727|C0079734|C0375076|C0153704|C0153705|C0153706|C0153707|C0153708|C0153709|C0153710|C0153711|C0206180|C1955709|C1955710|C1955711|C1955712|C1955713|C1955714|C1955715|C1955716|C1955717|C1955718|C1955719|C1955720|C1955721|C1955722|C1955723|C1955724|C1955725|C1955726|C0019621|C0242647|C0024305"
"202_2","C1955727|C0006413|C0375077|C0153712|C0153713|C0153714|C0153715|C0153716|C0153717|C0686546|C0153719|C1367654|C1955681|C1955682|C1955683|C1955684|C1955685|C1955686|C1955687|C1955688|C1955689|C0334634|C1955691|C1955692|C1955693|C1955694|C1955695|C1955696|C1955697|C1955698|C1955699|C0280803|C1955700|C1955701|C1955702|C1955703|C1955704|C1955705|C1955706|C1955707|C1955708|C0079955|C0375078|C0153720|C0153721|C0153722|C0153723|C0153724|C0153725|C0153726|C0026948|C0375088|C0153802|C0153803|C0153804|C0153805|C0153806|C0153807|C0153808|C0153809|C0036920|C0375089|C0153810|C0153811|C0153812|C0153813|C0153814|C0153815|C0153816|C0153817|C0079774|C1955728|C1955729|C1955730|C1955731|C1955732|C1955733|C1955734|C1955735|C1955736|C0029662|C0375094|C0153850|C0153851|C0153852|C0153853|C0153854|C0153855|C0153856|C0728903|C0153858|C0375095|C0153859|C0153860|C0153861|C0153862|C0153863|C0153864|C0153865|C0153866|C0260444|C0024301|C0375087|C0153794|C0153795|C0153796|C0153797|C0153798|C0153799|C0153800|C0153801|C0024302|C0375075|C0153696|C0153697|C0153698|C0153699|C0153700|C0153701|C0153702|C0153703|C0153727|C0079734|C0375076|C0153704|C0153705|C0153706|C0153707|C0153708|C0153709|C0153710|C0153711|C0206180|C1955709|C1955710|C1955711|C1955712|C1955713|C1955714|C1955715|C1955716|C1955717|C1955718|C1955719|C1955720|C1955721|C1955722|C1955723|C1955724|C1955725|C1955726|C0242647|C0024305"
"202_21","C0024301|C0375087|C0153794|C0153795|C0153796|C0153797|C0153798|C0153799|C0153800|C0153801"
"202_22","C0024302|C0375075|C0153696|C0153697|C0153698|C0153699|C0153700|C0153701|C0153702|C0153703|C0153727"
"202_23","C0079734|C0375076|C0153704|C0153705|C0153706|C0153707|C0153708|C0153709|C0153710|C0153711"
"202_24","C0206180|C1955709|C1955710|C1955711|C1955712|C1955713|C1955714|C1955715|C1955716|C1955717|C0024302|C1955718|C1955719|C1955720|C1955721|C1955722|C1955723|C1955724|C1955725|C1955726"
"204_","C0023443|C0375091|C0153826|C0153827|C0153828|C0153829|C0153830|C0153831|C0153832|C0153833|C0023484|C2349262|C0153871|C2349263|C0029812|C0001317|C2349296|C0153910|C2349297|C0152272|C2349298|C0153912|C2349299|C0023462|C2349300|C0153914|C2349301|C2349302|C0153916|C2349303|C0023418|C0085669|C2349304|C0686586|C2349305|C1279296|C2349306|C0686589|C2349307|C0153924|C2349308|C0686591|C2349309|C0029655|C2349310|C0153928|C2349311|C2349312|C0686584|C0920028|C0260437|C0475686|C0260442|C0023448|C0152271|C2349269|C0153880|C2349270|C0029660|C2349271|C0153882|C2349272|C2349273|C0686597|C2349274|C0260439|C0023449|C2349266|C0153876|C2349267|C0023434|C2349268|C0153878|C0854802|C0023470|C0349640|C2349278|C0153890|C2349279|C0152276|C2349280|C0153892|C2349281|C0029670|C2349282|C0153894|C2349283|C2349284|C0686593|C2349285|C0260440|C0023467|C2349275|C0153886|C2349276|C0023473|C2349277|C0153888|C1532368|C0598894|C0023465|C2349286|C0153898|C2349287|C0023466|C2349288|C0153900|C2349289|C0152275|C2349290|C0153902|C2349291|C0153903|C2349292|C0153905|C2349293|C2349294|C0686595|C2349295|C0260441|C0153867|C0026764|C2349260|C0153869|C2349261|C0153872|C2349264|C0153874|C2349265"
"204_1","C0023448|C0152271|C2349269|C0153880|C2349270|C0029660|C2349271|C0153882|C2349272|C2349273|C0686597|C2349274|C0260439|C0023449|C2349266|C0153876|C2349267|C0023434|C2349268|C0153878|C0854802"
"204_11","C0023449|C2349266|C0153876|C2349267"
"204_12","C0023434|C2349268|C0153878|C0854802"
"204_2","C0023470|C0349640|C2349278|C0153890|C2349279|C0152276|C2349280|C0153892|C2349281|C0029670|C2349282|C0153894|C2349283|C2349284|C0686593|C2349285|C0260440|C0023467|C2349275|C0153886|C2349276|C0023473|C2349277|C0153888|C1532368"
"204_21","C0023467|C2349275|C0153886|C2349276"
"204_22","C0023473|C2349277|C0153888|C1532368"
"204_3","C0598894|C0023465|C2349286|C0153898|C2349287|C0023466|C2349288|C0153900|C2349289|C0152275|C2349290|C0153902|C2349291|C0153903|C2349292|C0153905|C2349293|C2349294|C0686595|C2349295|C0260441"
"204_4","C0153867|C0026764|C2349260|C0153869|C2349261|C0153872|C2349264|C0153874|C2349265"
"208_","C2349349|C2349341|C2349342|C2349343|C2349344|C2349345|C2349346|C2349347|C2349348|C0004991|C0153945|C0375804"
"209_","C2349340|C2349336|C2349337|C2349338|C2349339|C2349359|C2349350|C2349351|C2349352|C2349353|C2349354|C2349355|C2349356|C2349357|C2349358|C0206754"
"210_","C0153931|C0153932|C0153933|C0496858|C0153934|C0153935|C0153936|C0153937|C0153938|C0153939|C0153940"
"211_","C0497538|C0153942|C0153943|C0153944|C0347277|C0347924|C0496872|C0347406"
"212_","C0347243|C0153951|C0153952|C0153953|C0153954|C0153955|C0153956|C0345975|C0153957|C0153958"
"213_","C0153959|C0153960|C0004994|C0702197|C0153962|C0153963|C0153964|C0153965|C0153966|C0153967"
"214_","C0023798|C0153970|C0153971|C0153972|C0023800|C0153968|C0153969"
"214_1","C0153968|C0153969"
"215_","C0496876|C0153974|C0153975|C0153976|C0153977|C0153978|C0153979|C0375098|C0153981"
"216_","C0004998|C0153982|C0153983|C0153984|C0153985|C0153986|C0153987|C0153988|C0153989|C0153990"
"216_1","C0260919|C0260962"
"217_","C0265973|C0265027"
"217_1","C0265027"
"218_","C0153996|C0042133|C0153993|C0153994|C0153995|C0153997|C0153998|C0347491|C0153999"
"218_1","C0042133|C0153993|C0153994|C0153995"
"218_2","C0153997|C0153998|C0347491|C0153999|C0153996"
"220_","C0004997"
"221_","C0154000|C0496889|C0154002|C0154003|C0154004|C0154005"
"222_","C0496891|C0154007|C0149627|C0154009|C0154010|C0154011|C0154012"
"223_","C0154013|C0154014|C0154015|C0154016|C0154017|C0154018|C0154019|C0496893"
"224_","C0496897|C0154023|C0154024|C0154025|C0154027|C0154029|C0154030|C0154022|C0154026|C0154028"
"224_1","C0154022|C0154026|C0154028"
"225_","C0497550|C0154036|C0496899|C0004992|C0154033|C0490014|C0154034|C0154035"
"225_1","C0496899|C0004992|C0154033|C0490014"
"225_2","C0154034|C0154035"
"226_","C0154038"
"227_","C0154039|C0154043|C0154044|C0154045|C0347524|C0154040|C0154041|C0347525"
"227_1","C0154040"
"227_2","C0154041"
"227_3","C0347525"
"228_","C0851225|C0018916|C0154050|C0154051|C0154052|C0018918|C0024221|C0154049"
"228_1","C0154049"
"229_","C0154053|C0154055|C0086692|C0154054"
"229_1","C0154054"
"230_","C0036220|C0153560|C0153561|C0153562|C0153563|C0153564|C0153565|C0153566"
"240_","C0037158|C0018022|C0018021"
"241_","C1318500|C0342115|C0271761"
"241_1","C0342115"
"241_2","C0271761"
"242_","C0040156|C0154141|C0489955|C0154142|C0342127|C0154146|C0154147|C0154148|C0342132|C0342133|C0154151|C0154152|C0154153|C0271763|C0154154|C0154155|C0342122|C0154138|C0154139|C0154143|C0154144|C0154145|C0018213"
"242_1","C0342122|C0154138|C0154139|C0018213"
"242_2","C0154143|C0154144|C0154145"
"242_3","C0155264|C0152135|C0155266|C0015300|C0155267|C0155268|C0424813|C0155270|C0155271|C0155265"
"242_31","C0155265"
"244_","C0700502|C0154157|C0154158|C0154160|C0154161|C0154159|C0020676|C0010308|C0271789"
"244_1","C0154157|C0154158|C0154160|C0271789"
"244_2","C0154161|C0700502"
"244_3","C0154159"
"244_4","C0020676"
"244_5","C0010308"
